"country"	"country_code"	"age"	"1950-1955"	"1955-1960"	"1960-1965"	"1965-1970"	"1970-1975"	"1975-1980"	"1980-1985"	"1985-1990"	"1990-1995"	"1995-2000"	"2000-2005"	"2005-2010"	"2010-2015"	"2015-2020"	"2020-2025"	"2025-2030"	"2030-2035"	"2035-2040"	"2040-2045"	"2045-2050"
"Cape Verde"	132	" 25"							0.003107822	0.00270885	0.002346701	0.002094412	0.001807498	0.001522528	0.001286195	0.001090395	0.000924768	0.000785206	0.000671711	0.000569009	0.000483908	0.000456667
"Cape Verde"	132	" 30"							0.003443978	0.002991183	0.002579747	0.002298112	0.001990528	0.001678174	0.001413999	0.001195805	0.001011554	0.000856522	0.000731115	0.000617631	0.000524817	0.000502144
"Cape Verde"	132	" 35"							0.00430061	0.003766416	0.003282225	0.002944599	0.002559396	0.002171336	0.00184549	0.001573048	0.00134145	0.001145638	0.00098428	0.000838312	0.00071889	0.000689533
"Cape Verde"	132	" 40"							0.005765143	0.005140691	0.004576783	0.004176886	0.00370284	0.003212592	0.002791803	0.002429521	0.002116799	0.00184917	0.001618378	0.001409787	0.001236452	0.001178647
"Cape Verde"	132	" 45"							0.008125521	0.007401644	0.00675959	0.006296783	0.005727296	0.00510857	0.00455673	0.004063711	0.003630404	0.003253998	0.002911336	0.002602085	0.002337814	0.002208843
"Cape Verde"	132	" 50"							0.011879269	0.011033441	0.01030495	0.009764186	0.009056627	0.008267343	0.007550502	0.006888017	0.006297072	0.005776952	0.005280038	0.004832505	0.00443511	0.004159799
"Cape Verde"	132	" 55"							0.017745248	0.016740308	0.015895564	0.015246802	0.01434195	0.013323836	0.01239514	0.011512173	0.010715871	0.010007922	0.009304436	0.008672506	0.0080878	0.007559899
"Cape Verde"	132	" 60"							0.027436685	0.026196491	0.025014203	0.024123991	0.022914297	0.021546252	0.020289467	0.019078166	0.017978344	0.016989663	0.015988208	0.015088325	0.014225561	0.013296409
"Cape Verde"	132	" 65"							0.044181951	0.04265554	0.040566395	0.039116994	0.037418895	0.035489793	0.033688782	0.031954069	0.030370991	0.028921185	0.027450443	0.026123061	0.024804959	0.023155146
"Cape Verde"	132	" 70"							0.070305844	0.068625365	0.065043674	0.062732326	0.060442086	0.057831199	0.055347237	0.052963317	0.050779247	0.04873402	0.046660743	0.04478376	0.042836248	0.03996278
"Cape Verde"	132	" 75"							0.109875583	0.108389222	0.102487837	0.098915402	0.095997553	0.09266602	0.089422816	0.086336929	0.083504786	0.080777829	0.078026184	0.075533189	0.072794189	0.067943533
"Cape Verde"	132	" 80"							0.16727944	0.166633235	0.157408397	0.152128775	0.148698934	0.144791211	0.140872941	0.137209915	0.133856314	0.130505508	0.127164449	0.124148757	0.120564143	0.112766502
"Cape Verde"	132	" 85"							0.245744392	0.246853152	0.233367788	0.226017935	0.222414126	0.218346592	0.214094078	0.210255605	0.206779554	0.203112319	0.19955226	0.196379871	0.19214044	0.180470739
"Cape Verde"	132	" 90"							0.345102218	0.348907879	0.330702562	0.32119185	0.317953381	0.314387975	0.310393881	0.307042338	0.30409719	0.300680918	0.297560263	0.294871506	0.290490041	0.274613318
"Cape Verde"	132	" 95"							0.459850514	0.466885648	0.444385511	0.433050301	0.430744087	0.428369496	0.425286926	0.423121032	0.421384045	0.418857964	0.416900294	0.415380365	0.411564482	0.392320933
"Cape Verde"	132	"100+"							0.739847178	0.75236471	0.718629455	0.703076101	0.701296295	0.699718532	0.696990044	0.695772331	0.69488152	0.692612513	0.69152114	0.690677103	0.687073803	0.664432367
"Central African Republic"	140	"  0"	0.256467406	0.235961725	0.217006402	0.19531049	0.167637293	0.143123601	0.13171041	0.131497268	0.13272953	0.135128312	0.136008847	0.126869337	0.117249985	0.108629909	0.101227159	0.092871848	0.083571963	0.074847387	0.066819265	0.059624586
"Central African Republic"	140	"  1"	0.046382681	0.042549599	0.03897215	0.034828761	0.029482144	0.029420729	0.025670113	0.024512521	0.024692036	0.025341616	0.025294235	0.023701919	0.021212036	0.019030388	0.017147952	0.015269644	0.013291171	0.011397839	0.009690227	0.008154771
"Central African Republic"	140	"  5"	0.018782694	0.017164396	0.015672459	0.013966854	0.011792353	0.009596083	0.008554202	0.008572709	0.008542635	0.008537029	0.008569194	0.008179129	0.007430562	0.006686781	0.006007881	0.005304638	0.004636144	0.004002336	0.003431004	0.002914844
"Central African Republic"	140	" 10"	0.006875467	0.006409806	0.0059635	0.005435628	0.00473136	0.003991321	0.003678979	0.003679366	0.003663834	0.003659383	0.00369564	0.003734459	0.003678895	0.003435012	0.003061139	0.002705884	0.002426494	0.002185571	0.001955881	0.001730876
"Central African Republic"	140	" 15"	0.008409505	0.007848218	0.007317488	0.006701163	0.005892443	0.005082633	0.004761407	0.004756567	0.004759498	0.004736985	0.004706693	0.004648643	0.004590957	0.004452469	0.004157827	0.003752518	0.003393917	0.003098566	0.002839595	0.002586076
"Central African Republic"	140	" 20"	0.010952453	0.010242559	0.009574857	0.008795581	0.007777372	0.006767015	0.006368943	0.006448075	0.006712558	0.006939208	0.006750696	0.006391784	0.006086379	0.005813939	0.005547913	0.005147543	0.004720563	0.004319883	0.003950926	0.003612726
"Central African Republic"	140	" 25"	0.012351266	0.011538385	0.01077606	0.009885022	0.00872338	0.007552346	0.007088886	0.007354895	0.008191483	0.009465401	0.009497985	0.008496398	0.007928924	0.007420077	0.007020941	0.006574625	0.006074866	0.00556821	0.005068692	0.004610618
"Central African Republic"	140	" 30"	0.013028177	0.012166288	0.011355567	0.010410535	0.009176144	0.00792164	0.007448147	0.007855396	0.009254896	0.011926725	0.013156175	0.011476674	0.010418196	0.009705843	0.009149953	0.008567131	0.007963978	0.0072962	0.006666679	0.006036123
"Central African Republic"	140	" 35"	0.014887873	0.013889848	0.012952465	0.01185977	0.010434009	0.008996589	0.008449356	0.008874632	0.010445419	0.01385323	0.016596843	0.015013963	0.013362861	0.01245785	0.011776844	0.010959638	0.010181035	0.009368661	0.008595902	0.007787787
"Central African Republic"	140	" 40"	0.017823022	0.016618221	0.015487178	0.014170469	0.012452795	0.01071162	0.010038862	0.010353915	0.011625364	0.014781863	0.018109118	0.01724275	0.015453736	0.014482689	0.013757678	0.012695772	0.011802785	0.010869434	0.009996282	0.009082415
"Central African Republic"	140	" 45"	0.021497293	0.020078689	0.018747528	0.01720024	0.015184425	0.013135903	0.012344446	0.012434846	0.013298828	0.015432422	0.01817872	0.018033448	0.016661152	0.015789546	0.015102768	0.013979211	0.013067126	0.012063372	0.011154114	0.010201541
"Central African Republic"	140	" 50"	0.026553357	0.024881831	0.0233151	0.021496193	0.019131781	0.016654607	0.015788696	0.015746079	0.016179908	0.017295159	0.019005736	0.019112749	0.01826055	0.017499626	0.016892866	0.015823193	0.014944488	0.014000689	0.013000393	0.012031188
"Central African Republic"	140	" 55"	0.034605672	0.032500381	0.030529038	0.028245168	0.025281728	0.022046094	0.021012728	0.021027509	0.021082062	0.021535877	0.022333563	0.02222416	0.021403225	0.020633639	0.020059621	0.019113848	0.018215032	0.017109097	0.015911714	0.014923282
"Central African Republic"	140	" 60"	0.049858261	0.046868786	0.044090401	0.040872471	0.036754915	0.03229965	0.030826401	0.03089716	0.030805479	0.030777042	0.031218987	0.03084981	0.029604609	0.028642203	0.028009777	0.02704236	0.025767131	0.024148765	0.022605007	0.021436438
"Central African Republic"	140	" 65"	0.078300848	0.073607349	0.069297535	0.06428838	0.058058581	0.051375786	0.049181995	0.049272142	0.049069817	0.048572299	0.049226365	0.04858975	0.046761289	0.045385015	0.044458274	0.043002581	0.04097422	0.03864344	0.036428762	0.034728594
"Central African Republic"	140	" 70"	0.120793874	0.113670217	0.107192345	0.099622307	0.090453858	0.080637435	0.077463334	0.077580402	0.07718342	0.075745253	0.076703351	0.075655492	0.073029743	0.071122549	0.069809859	0.067671875	0.064500628	0.061229447	0.058139928	0.055733978
"Central African Republic"	140	" 75"	0.181651565	0.171339331	0.16202815	0.151060765	0.138094146	0.124085637	0.119681727	0.119848732	0.119138269	0.11604041	0.117428214	0.115802921	0.112147209	0.10962212	0.107858223	0.104829652	0.099996396	0.095566329	0.091420234	0.08814833
"Central African Republic"	140	" 80"	0.26394543	0.249917156	0.237305965	0.222291764	0.204920339	0.185668532	0.179905554	0.180185128	0.179021878	0.173339645	0.175327497	0.172998645	0.168113744	0.164981709	0.16279856	0.15872698	0.151621089	0.145901697	0.140621438	0.136415565
"Central African Republic"	140	" 85"	0.367391571	0.349705251	0.333837142	0.314687676	0.292960834	0.267673973	0.260691925	0.261222571	0.259490756	0.25031697	0.253134707	0.25013896	0.243933627	0.24038935	0.238022306	0.232931646	0.222967504	0.216017043	0.209729096	0.204725391
"Central African Republic"	140	" 90"	0.486544696	0.466114828	0.447787362	0.425304021	0.400256834	0.368651065	0.360967018	0.361993887	0.359670084	0.346533663	0.350484293	0.347175561	0.339726959	0.336204977	0.334193227	0.328417449	0.315220431	0.307346755	0.300431172	0.295060365
"Central African Republic"	140	" 95"	0.610730261	0.589276479	0.570013315	0.545924733	0.519570446	0.481987446	0.474458385	0.476325687	0.473541036	0.456863453	0.462312557	0.459454793	0.451010302	0.448147128	0.447345312	0.441589137	0.425182617	0.41688845	0.409897075	0.404862217
"Central African Republic"	140	"100+"	0.976069559	0.934098097	0.899263683	0.858365194	0.818196054	0.779646937	0.766386876	0.765447593	0.760330424	0.737080474	0.745855408	0.743775675	0.731063793	0.727466734	0.728471341	0.723027227	0.699785488	0.689260668	0.680841877	0.676185756
"Chad"	148	"  0"	0.236028787	0.221650088	0.2075735	0.194799109	0.182504894	0.171730281	0.157810189	0.148594292	0.147796721	0.15111293	0.154247772	0.151743798	0.143520021	0.134224969	0.124330506	0.114880374	0.105965122	0.097819787	0.089830179	0.082389098
"Chad"	148	"  1"	0.052716594	0.048266661	0.044039392	0.039630339	0.036929748	0.032825468	0.028663566	0.025556924	0.024593103	0.025246061	0.025982494	0.025415496	0.023384056	0.020606777	0.017802481	0.015098369	0.01261742	0.010441259	0.008725303	0.007284976
"Chad"	148	"  5"	0.012353801	0.01129678	0.010266096	0.009246136	0.008074347	0.00783514	0.006799417	0.006043831	0.005827931	0.006020231	0.006275446	0.006197503	0.005730996	0.005077974	0.004366603	0.003703284	0.003130913	0.002586836	0.002150751	0.001797486
"Chad"	148	" 10"	0.00297296	0.002780389	0.002579331	0.002377413	0.002130044	0.001847442	0.001646026	0.001521964	0.001521522	0.001568707	0.001605749	0.001637562	0.001629647	0.001527979	0.001357968	0.001148181	0.000990568	0.000872448	0.000783807	0.000698097
"Chad"	148	" 15"	0.005746574	0.005346273	0.004958162	0.004576094	0.004090208	0.003806921	0.003399853	0.003112424	0.003041984	0.00312727	0.003199445	0.003181371	0.003057537	0.00284905	0.002573367	0.002241831	0.001926768	0.001656218	0.001431763	0.001239428
"Chad"	148	" 20"	0.00820886	0.007632861	0.007072828	0.006524258	0.005822392	0.005418749	0.004820642	0.004422477	0.004402213	0.004653499	0.004790626	0.004625624	0.004309557	0.00392486	0.003514531	0.003101665	0.002687327	0.002286278	0.001939219	0.001648788
"Chad"	148	" 25"	0.008799911	0.008187358	0.007591552	0.007025531	0.006290213	0.005844647	0.005231691	0.004859083	0.00500261	0.005688933	0.006210872	0.005926642	0.005464119	0.004966935	0.004451299	0.00397254	0.003515406	0.003051223	0.002635641	0.002273157
"Chad"	148	" 30"	0.008783096	0.008205511	0.007644314	0.007143817	0.006454968	0.006032536	0.005455129	0.005171813	0.005464458	0.006626569	0.007904933	0.007737596	0.007096936	0.006527216	0.005956096	0.005385281	0.004867155	0.004317369	0.003794807	0.003316286
"Chad"	148	" 35"	0.009860771	0.009248935	0.008651833	0.008126683	0.007386284	0.006951553	0.006328617	0.006034334	0.006356069	0.007726239	0.009620715	0.009876558	0.009147095	0.008479262	0.007849712	0.00711757	0.006495398	0.005838297	0.005176559	0.004556313
"Chad"	148	" 40"	0.01176466	0.011074769	0.010400172	0.009807981	0.008970276	0.008487247	0.007798969	0.007413809	0.007631605	0.008882727	0.010837007	0.011466973	0.010872726	0.010191519	0.009537952	0.008690653	0.007958918	0.007218107	0.006490116	0.005776791
"Chad"	148	" 45"	0.01445029	0.013672337	0.012914028	0.012250156	0.011296542	0.010781585	0.010019904	0.009504733	0.009623337	0.010492928	0.012008038	0.012698751	0.012319395	0.011703514	0.011069577	0.010201973	0.009415578	0.008636888	0.007886662	0.007133702
"Chad"	148	" 50"	0.018640676	0.017731498	0.016844019	0.016065287	0.014925055	0.014361155	0.013500715	0.012858271	0.012827099	0.01341022	0.014360761	0.014827162	0.014565169	0.013958307	0.013324822	0.012443196	0.011674804	0.010852024	0.010032076	0.009237114
"Chad"	148	" 55"	0.025782793	0.024611896	0.023469574	0.022477645	0.020987915	0.020284793	0.019207884	0.018415716	0.018225216	0.018689443	0.019267176	0.019422268	0.018992346	0.018264929	0.017504272	0.016555022	0.015683228	0.014744347	0.013786698	0.01281906
"Chad"	148	" 60"	0.039142237	0.037523054	0.0359345	0.034518689	0.032377092	0.03165373	0.030128398	0.029017281	0.02876199	0.028946865	0.029455305	0.029479127	0.02864293	0.02764749	0.02652105	0.025324376	0.024049861	0.022842989	0.021547749	0.020170794
"Chad"	148	" 65"	0.063885541	0.061651846	0.059404915	0.057220131	0.053976124	0.053367885	0.051108801	0.049373123	0.049016429	0.048398161	0.049192897	0.049260547	0.047986805	0.046529285	0.044829289	0.043040522	0.04106072	0.039288015	0.0373184	0.035211351
"Chad"	148	" 70"	0.102305909	0.099419851	0.096419877	0.093177234	0.08842559	0.088363137	0.08518674	0.082582814	0.082123305	0.079653444	0.08086663	0.081036376	0.079170771	0.07714356	0.074685028	0.072125496	0.069143695	0.066669565	0.063794254	0.060693982
"Chad"	148	" 75"	0.159280748	0.155907555	0.152233999	0.147691972	0.141050436	0.142283773	0.138158223	0.134485814	0.133971656	0.127936225	0.12972817	0.130122496	0.127548609	0.12494839	0.121620332	0.118194918	0.113903236	0.11071447	0.106770508	0.10247057
"Chad"	148	" 80"	0.238502372	0.235142107	0.231193181	0.225325433	0.216590475	0.220119854	0.215365503	0.210629901	0.210199055	0.19833363	0.200870436	0.201723989	0.198472634	0.195546292	0.191475692	0.187334857	0.181534924	0.177917035	0.172992556	0.167527445
"Chad"	148	" 85"	0.339850846	0.337371647	0.333932125	0.327112941	0.316422798	0.323135972	0.318583193	0.313181611	0.313082545	0.293233119	0.296652627	0.298359518	0.294739948	0.292131332	0.287878223	0.283598664	0.276360216	0.273075829	0.267734513	0.261605528
"Chad"	148	" 90"	0.45709504	0.456555089	0.454663493	0.447732098	0.435615895	0.445682782	0.442603677	0.437389425	0.437942859	0.409215773	0.413598024	0.416713669	0.413371707	0.412138202	0.408778132	0.405416902	0.397160367	0.395465495	0.390844828	0.385109425
"Chad"	148	" 95"	0.577920769	0.580163346	0.580734612	0.574800058	0.562006458	0.574403312	0.574093686	0.57017143	0.571655027	0.535499943	0.540851266	0.54597891	0.543772283	0.545136286	0.544058408	0.542925816	0.53433043	0.535665158	0.533254378	0.529292381
"Chad"	148	"100+"	0.970213419	0.979032015	0.984317336	0.971520602	0.965998816	0.985106292	0.987429278	0.978270333	0.981332309	0.890342076	0.898311008	0.911555583	0.909992765	0.917830974	0.920890127	0.924493932	0.905230337	0.9186344	0.923411928	0.923349582
"Channel Islands"	830	"  0"										0.005974379	0.005638774	0.005350841	0.005083249	0.004855142	0.004639233	0.004437527	0.004239927	0.00407162	0.003906387	0.003749261
"Channel Islands"	830	"  1"										0.00029672	0.000273963	0.000273381	0.000270541	0.000270228	0.000268409	0.000265338	0.000261012	0.000256445	0.000251125	0.000245308
"Channel Islands"	830	"  5"										0.000134135	0.000123979	0.000115055	0.000106695	0.000100095	9.37917e-05	8.78853e-05	8.20708e-05	7.79506e-05	7.38956e-05	7.0042e-05
"Channel Islands"	830	" 10"										0.000193015	0.000169439	0.000149668	0.000131907	0.000119205	0.000107419	9.66661e-05	8.63557e-05	7.96267e-05	7.31599e-05	6.7159e-05
"Channel Islands"	830	" 15"										0.000353282	0.000308682	0.000271193	0.000237525	0.000214461	0.000193028	0.000173454	0.000154659	0.000141995	0.000129808	0.000118486
"Channel Islands"	830	" 20"										0.000421265	0.000381541	0.000347614	0.000316625	0.000293491	0.000271744	0.000251672	0.000232189	0.000217693	0.000203605	0.000190387
"Channel Islands"	830	" 25"										0.000407877	0.000385135	0.000365315	0.000346827	0.000330915	0.00031581	0.000301753	0.000287988	0.000276141	0.000264554	0.000253614
"Channel Islands"	830	" 30"										0.000494872	0.000471422	0.000451133	0.000432299	0.00041524	0.000399172	0.000384336	0.00036991	0.000356759	0.000343987	0.00033201
"Channel Islands"	830	" 35"										0.000769207	0.00072869	0.000694105	0.000662308	0.000633482	0.000606596	0.000581994	0.000558289	0.00053661	0.000515734	0.000496326
"Channel Islands"	830	" 40"										0.001357456	0.001274168	0.001203516	0.001138871	0.001081557	0.001028257	0.000979612	0.000932866	0.000891075	0.00085092	0.000813669
"Channel Islands"	830	" 45"										0.002468132	0.002297038	0.002152073	0.002019635	0.001905396	0.001799081	0.001701948	0.001608526	0.001527409	0.001449366	0.001376873
"Channel Islands"	830	" 50"										0.004478219	0.00414103	0.003855259	0.003594319	0.003374383	0.003169433	0.002981897	0.002801276	0.002648384	0.002501045	0.002363954
"Channel Islands"	830	" 55"										0.008036298	0.007406196	0.006872858	0.006386442	0.00597996	0.005601316	0.005254914	0.004921355	0.004641905	0.004372599	0.004122011
"Channel Islands"	830	" 60"										0.014314131	0.013180587	0.012231077	0.011370361	0.010641159	0.00996641	0.009352484	0.008764047	0.008263862	0.007784011	0.007339297
"Channel Islands"	830	" 65"										0.025379555	0.023297538	0.021591248	0.020065065	0.018743372	0.017537546	0.016453207	0.015424272	0.014527691	0.013675871	0.012893197
"Channel Islands"	830	" 70"										0.044520298	0.040782059	0.037774593	0.035115098	0.032760697	0.030638776	0.02875026	0.026974317	0.025387838	0.023893407	0.022530828
"Channel Islands"	830	" 75"										0.076701038	0.070227722	0.065093297	0.060592012	0.056514741	0.052875333	0.049663186	0.046664921	0.043917331	0.041347037	0.03901837
"Channel Islands"	830	" 80"										0.128363329	0.117766413	0.109434051	0.10216477	0.095414219	0.089425717	0.084169605	0.079288668	0.074693926	0.070415468	0.066556124
"Channel Islands"	830	" 85"										0.205688964	0.189702256	0.177160606	0.166223127	0.15577896	0.146531022	0.138430388	0.130923858	0.123648833	0.116884828	0.110793433
"Channel Islands"	830	" 90"										0.310742497	0.289090104	0.272036117	0.257103307	0.242391072	0.229329034	0.217866807	0.207232218	0.196591536	0.186677537	0.177735112
"Channel Islands"	830	" 95"										0.43712224	0.411365019	0.390887499	0.372821107	0.35439539	0.337928371	0.323404673	0.30987376	0.295854915	0.282721352	0.270818895
"Channel Islands"	830	"100+"										0.709528546	0.678863891	0.656508694	0.637912424	0.619495956	0.603863377	0.590650743	0.578794698	0.566625567	0.555600497	0.545900687
"Chile"	152	"  0"	0.139947182	0.138106925	0.127057716	0.103221969	0.078657906	0.051279548	0.026349432	0.020263027	0.015537433	0.012747979	0.0090761	0.008111007	0.007279299	0.006570275	0.006003704	0.005538738	0.005185222	0.004902572	0.004680592	0.004519209
"Chile"	152	"  1"	0.010636272	0.00965142	0.008067644	0.005573526	0.003699417	0.002156624	0.001077222	0.000901093	0.000767901	0.000626314	0.000476826	0.000438734	0.000402793	0.00036419	0.000338036	0.000316983	0.000297996	0.000267473	0.000256349	0.000237954
"Chile"	152	"  5"	0.003049733	0.002821619	0.002396639	0.001689523	0.001250267	0.000920518	0.000615159	0.000478209	0.000374066	0.000318211	0.000240167	0.000219605	0.000203248	0.000188459	0.000174451	0.000162911	0.000153149	0.000144801	0.000135566	0.000129358
"Chile"	152	" 10"	0.001605513	0.001294186	0.001052375	0.00089261	0.000776087	0.000671223	0.000568491	0.000481634	0.000415687	0.000381024	0.000322823	0.000292625	0.000266407	0.000243792	0.000222841	0.000204593	0.000189143	0.000175609	0.000162513	0.000152644
"Chile"	152	" 15"	0.00275849	0.002317174	0.001951171	0.001669118	0.001448494	0.001235892	0.001030441	0.000959662	0.000905684	0.000850237	0.000733698	0.000657798	0.000588226	0.000529512	0.000476349	0.000429493	0.000388984	0.000352758	0.000322097	0.000294056
"Chile"	152	" 20"	0.003775933	0.00342898	0.003075461	0.002695057	0.002361362	0.002011015	0.001670845	0.001532452	0.001425136	0.001343646	0.001169568	0.0010474	0.000937757	0.000845134	0.000760107	0.000686356	0.000622527	0.000565347	0.000514278	0.000471161
"Chile"	152	" 25"	0.004572345	0.004340966	0.004099514	0.003831063	0.00338926	0.00279138	0.002212946	0.001919937	0.001696789	0.001603827	0.001409901	0.001271825	0.001151169	0.001046886	0.000952423	0.00087023	0.000798896	0.000735118	0.000678642	0.000631077
"Chile"	152	" 30"	0.005491875	0.005357386	0.005187521	0.004960005	0.004388365	0.003547428	0.002737558	0.00229938	0.00196551	0.001841782	0.001608273	0.001472352	0.001352031	0.001247841	0.001154621	0.001071899	0.001000145	0.000937003	0.000881168	0.00083257
"Chile"	152	" 35"	0.00684935	0.006842287	0.006675867	0.006285309	0.005566585	0.004568602	0.003608033	0.002965318	0.00247353	0.002286455	0.001970108	0.001830037	0.001704219	0.001596929	0.001498965	0.001413995	0.001338891	0.001273322	0.001213605	0.001164059
"Chile"	152	" 40"	0.008887112	0.008927987	0.008770503	0.008337147	0.007503424	0.006334885	0.005202974	0.004149501	0.003346284	0.003077482	0.002651051	0.002488692	0.00234307	0.002219106	0.00210505	0.002007532	0.001919379	0.001843392	0.001773945	0.001716003
"Chile"	152	" 45"	0.011805252	0.011808433	0.01167233	0.011337969	0.010405365	0.009007574	0.007647599	0.006033696	0.004811656	0.004476202	0.003933308	0.003710292	0.003509522	0.003337212	0.003181492	0.003045291	0.002925607	0.002819057	0.002724415	0.002642358
"Chile"	152	" 50"	0.015955331	0.015930012	0.015802973	0.015522966	0.014477626	0.012857427	0.01127519	0.009062736	0.007389114	0.006906931	0.006112156	0.005771496	0.005466295	0.00520246	0.004965257	0.004756813	0.004575789	0.004412273	0.004268154	0.004144631
"Chile"	152	" 55"	0.022121161	0.022158403	0.022000759	0.021558619	0.020270969	0.018338126	0.016436891	0.013749666	0.011711768	0.010856939	0.009500166	0.008978467	0.008512941	0.008110669	0.007747288	0.007430703	0.007151778	0.006904102	0.006683821	0.006494461
"Chile"	152	" 60"	0.031944526	0.0316032	0.031207293	0.030640158	0.029051955	0.026668824	0.024297211	0.021038978	0.01853147	0.017028571	0.014769486	0.014004757	0.013322585	0.012733113	0.012198513	0.011733765	0.011321311	0.010958139	0.010634263	0.010351666
"Chile"	152	" 65"	0.047907062	0.045886607	0.044844445	0.044718081	0.043004494	0.04009056	0.037112537	0.032800403	0.029387347	0.026760207	0.023070321	0.021989682	0.021023545	0.020187042	0.019426921	0.018765135	0.018176638	0.017658705	0.017195007	0.016790225
"Chile"	152	" 70"	0.071163677	0.066102367	0.063975851	0.064770692	0.06316664	0.059798862	0.056244079	0.050743365	0.046251236	0.041773589	0.03583322	0.034337606	0.032998005	0.031836436	0.030779308	0.029858093	0.029037549	0.028316561	0.027668368	0.027102652
"Chile"	152	" 75"	0.10428056	0.094184538	0.090359748	0.092822353	0.091765707	0.088196941	0.084262101	0.077597731	0.071955672	0.064551557	0.055180727	0.053169853	0.051366494	0.049801683	0.048376244	0.047134008	0.046026275	0.045056254	0.044180138	0.043416439
"Chile"	152	" 80"	0.149959909	0.132210571	0.125909224	0.131101312	0.131296306	0.128038621	0.124179522	0.116676682	0.110040077	0.098259253	0.083895409	0.081299408	0.078970589	0.076950929	0.07511117	0.073510044	0.072081824	0.07083915	0.069710783	0.06873002
"Chile"	152	" 85"	0.210342139	0.181989968	0.172359918	0.181636125	0.18406658	0.181936019	0.178923052	0.171335133	0.164215292	0.146380829	0.125221274	0.122055689	0.11921961	0.116766831	0.114536074	0.112602075	0.110878725	0.109396963	0.108042563	0.106872087
"Chile"	152	" 90"	0.285954705	0.244410608	0.230725776	0.245582399	0.25141451	0.251464182	0.250317439	0.243824918	0.23712159	0.211767348	0.182198207	0.178634161	0.175454555	0.17272373	0.170251031	0.168125382	0.166237827	0.164651715	0.163188253	0.161937798
"Chile"	152	" 95"	0.374649941	0.318685532	0.300636656	0.322406105	0.33274259	0.336025902	0.337760307	0.333713263	0.328519785	0.295096107	0.256415536	0.252829963	0.249662727	0.246984714	0.244584041	0.242558144	0.240774121	0.239347946	0.238009576	0.236893723
"Chile"	152	"100+"	0.632755634	0.575947059	0.560301235	0.58199298	0.592482347	0.595211303	0.597294322	0.595174615	0.591221612	0.560782124	0.529671075	0.527773421	0.526136031	0.524797363	0.523652941	0.522732319	0.521935933	0.52137493	0.520859334	0.520428503
"China"	156	"  0"							0.041704221	0.0309419	0.027510464	0.024074876	0.020739595	0.018732108	0.016978164	0.015465485	0.014100077	0.012819605	0.011613358	0.010491114	0.009452419	0.008567953
"China"	156	"  1"							0.005590791	0.003992362	0.002545071	0.001957647	0.001617326	0.001574322	0.001406924	0.001228531	0.001088944	0.000988062	0.00092133	0.000843942	0.000757698	0.000660641
"China"	156	"  5"							0.001775928	0.001417324	0.001089089	0.000901091	0.000776833	0.000689883	0.000598324	0.000516969	0.000447592	0.000384918	0.000340218	0.000301016	0.00027359	0.000234571
"China"	156	" 10"							0.000898592	0.000788047	0.000710848	0.000618698	0.000547002	0.000482055	0.000404705	0.000349542	0.000301863	0.00025781	0.000226207	0.000198437	0.000179162	0.000156289
"China"	156	" 15"							0.001081556	0.001176184	0.001086095	0.000954389	0.000796361	0.000704837	0.000613843	0.000534543	0.000466661	0.000404161	0.000359914	0.000325149	0.000300813	0.000267247
"China"	156	" 20"							0.001428824	0.001563975	0.001496651	0.001414359	0.001303505	0.001151464	0.001001929	0.000868902	0.000758531	0.000656995	0.000589808	0.000538879	0.000506275	0.000455759
"China"	156	" 25"							0.001643912	0.001638197	0.001631352	0.001650212	0.001684609	0.001537678	0.001326127	0.001149288	0.000998974	0.000866557	0.000782504	0.000721002	0.000680311	0.000617422
"China"	156	" 30"							0.001811928	0.001925061	0.001904404	0.001903401	0.001922498	0.001808064	0.001596037	0.001375874	0.001198428	0.001041754	0.000942338	0.000872996	0.000825095	0.000749721
"China"	156	" 35"							0.00233055	0.002617584	0.002535687	0.002497062	0.002486936	0.002334041	0.002126323	0.001882478	0.001620581	0.001431773	0.001303052	0.001203091	0.001141882	0.001033315
"China"	156	" 40"							0.003470684	0.003708085	0.003583563	0.003536799	0.003517934	0.003281558	0.002994576	0.002717074	0.002402776	0.00210981	0.001944841	0.001801484	0.001717868	0.001565984
"China"	156	" 45"							0.005493129	0.005634655	0.005349076	0.00508631	0.004850499	0.004492978	0.004091934	0.003762732	0.003469934	0.003127609	0.002820843	0.002665338	0.002571578	0.002364456
"China"	156	" 50"							0.008872623	0.009083818	0.00845658	0.007741563	0.007042849	0.006575753	0.006075427	0.005614674	0.005267297	0.004926077	0.004524265	0.00417629	0.004078124	0.00379303
"China"	156	" 55"							0.014419914	0.015190192	0.013982771	0.012697712	0.011375998	0.010661047	0.010001301	0.009343286	0.008791758	0.008298857	0.007821243	0.007288114	0.006921481	0.006490515
"China"	156	" 60"							0.023674292	0.02528162	0.023258495	0.021034092	0.018780963	0.017632534	0.016660556	0.015746863	0.014861505	0.014094445	0.013336859	0.012684166	0.011879022	0.011239619
"China"	156	" 65"							0.039721524	0.042090947	0.03882918	0.034395059	0.030271769	0.028637073	0.027207144	0.025841108	0.024523001	0.023375051	0.022195761	0.021160824	0.019928314	0.018983114
"China"	156	" 70"							0.065755845	0.069131118	0.064005603	0.055652679	0.048359819	0.046105723	0.044056178	0.042061693	0.040146054	0.038469199	0.036667715	0.035053184	0.033200923	0.031847106
