"country"	"country_code"	"age"	"1950-1955"	"1955-1960"	"1960-1965"	"1965-1970"	"1970-1975"	"1975-1980"	"1980-1985"	"1985-1990"	"1990-1995"	"1995-2000"	"2000-2005"	"2005-2010"	"2010-2015"	"2015-2020"	"2020-2025"	"2025-2030"	"2030-2035"	"2035-2040"	"2040-2045"	"2045-2050"
"Afghanistan"	4	" 45"	0.026431562	0.025130779	0.023802314	0.022263839	0.020768687	0.019172143	0.018272057	0.017665034	0.017240625	0.017220732	0.016966046	0.015991363	0.015107707	0.014262138	0.013416267	0.012548758	0.01167499	0.010795663	0.009940795	0.009122745
"Afghanistan"	4	" 50"	0.032741106	0.031244484	0.029717475	0.027951476	0.026236743	0.024407562	0.023376977	0.022682949	0.022197661	0.022179969	0.02188883	0.02077562	0.019764239	0.018790538	0.01785516	0.016900279	0.01592954	0.014941974	0.013975037	0.013041621
"Afghanistan"	4	" 55"	0.041924449	0.040175598	0.038393083	0.03633467	0.034337969	0.032210405	0.031012508	0.030207283	0.029644116	0.029631492	0.029293732	0.028003865	0.026830763	0.025698086	0.024639025	0.023560763	0.02245661	0.021323859	0.02020977	0.019126276
"Afghanistan"	4	" 60"	0.058029114	0.055755268	0.053451289	0.050814688	0.048274889	0.045581542	0.044064259	0.043045515	0.04233141	0.04218568	0.041758978	0.040133891	0.038663347	0.037259429	0.035950685	0.034615781	0.03324291	0.031827815	0.030434007	0.029071385
"Afghanistan"	4	" 65"	0.086399065	0.083109678	0.079813487	0.076110814	0.072595389	0.068899987	0.066809631	0.06540463	0.064413732	0.063714256	0.06312695	0.060900376	0.058897579	0.057008181	0.05524413	0.053441541	0.05158299	0.049662571	0.047771034	0.045914563
"Afghanistan"	4	" 70"	0.126588951	0.121975298	0.117398686	0.112353638	0.107636629	0.102726525	0.099935596	0.098057821	0.096723935	0.095009534	0.094224687	0.091265788	0.088624083	0.086169895	0.083875903	0.081528535	0.07910308	0.076592372	0.074123755	0.071692269
"Afghanistan"	4	" 75"	0.181451591	0.175245269	0.169143872	0.162546219	0.156477939	0.150231596	0.146660658	0.144256096	0.142533243	0.139147048	0.138139351	0.134366921	0.131030737	0.127993397	0.125152942	0.122244386	0.119234532	0.116116811	0.113065734	0.110051745
"Afghanistan"	4	" 80"	0.25279118	0.244877959	0.237159155	0.228978555	0.221588348	0.21408137	0.209760077	0.206849197	0.204741547	0.198880306	0.197652531	0.19309798	0.189119682	0.185595838	0.182302311	0.178931351	0.175441487	0.17183129	0.168332922	0.164870637
"Afghanistan"	4	" 85"	0.340118702	0.330664253	0.321504438	0.312005457	0.303597651	0.295195571	0.290318224	0.28703464	0.284625595	0.275507846	0.274106859	0.268973093	0.264562606	0.260804136	0.257299081	0.253719693	0.250018826	0.246208385	0.242586486	0.239001058
"Afghanistan"	4	" 90"	0.439650077	0.429171703	0.419080103	0.408870251	0.400049546	0.391419018	0.386354829	0.382952909	0.380413644	0.367559131	0.366080776	0.360754907	0.356282496	0.352682611	0.349340763	0.345944868	0.342447172	0.33888417	0.335623579	0.332401615
"Afghanistan"	4	" 95"	0.544281669	0.533592975	0.523354622	0.513299675	0.504871364	0.496856729	0.492082774	0.488891606	0.486452033	0.469975028	0.468548451	0.463533069	0.459454994	0.456455022	0.453691788	0.450908676	0.448063332	0.445228046	0.442837152	0.440482219
"Afghanistan"	4	"100+"	0.860379563	0.841554232	0.824399109	0.808376764	0.795719195	0.784317008	0.777733316	0.77328886	0.769947432	0.744639609	0.74282125	0.73648475	0.731466125	0.72774814	0.724390206	0.721143118	0.717999114	0.714948346	0.712295107	0.709904804
"Albania"	8	"  0"									0.034122193	0.028828624	0.019666775	0.01681849	0.014369835	0.012623167	0.011539837	0.010682763	0.009920619	0.009237785	0.008626875	0.008067363
"Albania"	8	"  1"									0.001695994	0.001253187	0.000628833	0.00047821	0.000315458	0.000204399	0.000160392	0.000133706	0.000124258	0.00011559	0.000110222	0.000115708
"Albania"	8	"  5"									0.000790341	0.000632262	0.000385919	0.000318345	0.000259261	0.000205102	0.000181245	0.000166029	0.000152191	0.000139277	0.000129367	0.000119943
"Albania"	8	" 10"									0.00060009	0.000506444	0.00034308	0.000292351	0.000247467	0.000206003	0.000182	0.000163696	0.000147032	0.000131459	0.000120135	0.000109368
"Albania"	8	" 15"									0.000994071	0.000851255	0.00059674	0.000515204	0.000442689	0.000375286	0.000331627	0.000296493	0.000264487	0.00023455	0.000214199	0.000194829
"Albania"	8	" 20"									0.001624666	0.001376156	0.000943527	0.000807712	0.000688181	0.000578348	0.000517191	0.000471585	0.000430196	0.000391655	0.000362494	0.000334818
"Albania"	8	" 25"									0.002032331	0.001690673	0.001114469	0.000939776	0.000787581	0.000649317	0.000588487	0.000549691	0.000514526	0.000481871	0.000453994	0.000427552
"Albania"	8	" 30"									0.002118487	0.001760525	0.001156834	0.000974199	0.000814806	0.000669747	0.000614191	0.000582915	0.000554371	0.000527735	0.000503652	0.000480674
"Albania"	8	" 35"									0.002176599	0.001850793	0.001277334	0.00109602	0.000935422	0.00078686	0.0007313	0.000700819	0.00067268	0.000646172	0.000621873	0.000598447
"Albania"	8	" 40"									0.002543734	0.002250123	0.001688758	0.001494987	0.00131963	0.001153326	0.001083858	0.001041128	0.001001151	0.000963037	0.000928532	0.000894895
"Albania"	8	" 45"									0.003766012	0.003440579	0.002765606	0.00251092	0.002277912	0.002053203	0.00193383	0.001845973	0.00176371	0.001685124	0.001616227	0.001549024
"Albania"	8	" 50"									0.006339395	0.005908787	0.00497366	0.004599269	0.004257262	0.003924559	0.00369033	0.003492874	0.003309043	0.003134138	0.002985089	0.002840405
"Albania"	8	" 55"									0.010766743	0.010180616	0.008865989	0.008315694	0.007815129	0.007323499	0.006883473	0.006482487	0.006111109	0.005759255	0.005462297	0.005175269
"Albania"	8	" 60"									0.018439264	0.017584047	0.015643223	0.014814538	0.0140634	0.013316994	0.012522695	0.011774218	0.011088334	0.010444207	0.009891168	0.009360947
"Albania"	8	" 65"									0.032137075	0.030781488	0.027716944	0.026406055	0.025220614	0.024029236	0.022552299	0.021144126	0.019877961	0.018707483	0.017673985	0.016697386
"Albania"	8	" 70"									0.055317209	0.053233663	0.048548602	0.046542801	0.044736393	0.042894986	0.040209257	0.037618624	0.035326207	0.033235825	0.031339861	0.029570211
"Albania"	8	" 75"									0.093289721	0.090234296	0.083414245	0.080496327	0.077886261	0.075173982	0.070465274	0.06586641	0.06184668	0.058221025	0.054843954	0.051721896
"Albania"	8	" 80"									0.152395149	0.148214341	0.138978535	0.13504048	0.131557066	0.127833092	0.120041224	0.112321697	0.105625365	0.099629242	0.093888818	0.088613413
"Albania"	8	" 85"									0.237778077	0.23257841	0.221265287	0.216482692	0.212330687	0.207684377	0.195838731	0.183906296	0.173576992	0.164354403	0.155262429	0.146919149
"Albania"	8	" 90"									0.349462532	0.343733543	0.331550158	0.326491227	0.322237544	0.317079286	0.300974115	0.284450839	0.27009942	0.257267154	0.244210142	0.232187786
"Albania"	8	" 95"									0.478858883	0.473391753	0.462155321	0.457648182	0.454068178	0.449004439	0.429839992	0.409810308	0.392271828	0.376511208	0.35992173	0.344527169
"Albania"	8	"100+"									0.769521947	0.762458612	0.74908492	0.744231182	0.740308499	0.735994986	0.710711936	0.685600994	0.665181976	0.647880555	0.630101218	0.614505937
"Algeria"	12	"  0"							0.09294072	0.070620081	0.058489593	0.05004725	0.039650672	0.033643813	0.028594781	0.024236349	0.020637	0.017507958	0.01466948	0.013157384	0.012127246	0.011232574
"Algeria"	12	"  1"							0.00609745	0.003195706	0.001990341	0.00132828	0.000819265	0.000614223	0.000491532	0.000316495	0.000258904	0.000219394	0.000183739	0.000164705	0.000151876	0.00014061
"Algeria"	12	"  5"							0.002727602	0.001814655	0.001419517	0.001165459	0.000862843	0.000694588	0.00056398	0.00045337	0.000370412	0.000300914	0.000238402	0.000204044	0.000185772	0.00016934
"Algeria"	12	" 10"							0.001687038	0.001313886	0.001084905	0.000931866	0.000727404	0.00061007	0.000512584	0.000430456	0.000362838	0.000304736	0.000252594	0.000218148	0.000194657	0.00017357
"Algeria"	12	" 15"							0.002175005	0.00156998	0.001338516	0.001179584	0.000953144	0.000818913	0.000704194	0.000605939	0.000522165	0.000448687	0.000381737	0.000333913	0.000298698	0.000266725
"Algeria"	12	" 20"							0.002523967	0.001699131	0.001474897	0.001314633	0.001082223	0.000940613	0.000817396	0.000710121	0.000617355	0.000534875	0.000458732	0.000409691	0.000377512	0.000347963
"Algeria"	12	" 25"							0.002726169	0.001759331	0.001525388	0.001360872	0.001112463	0.000961424	0.000831279	0.000717505	0.000620873	0.000535181	0.000455858	0.000413853	0.000393584	0.000374827
"Algeria"	12	" 30"							0.003512993	0.00241537	0.002060253	0.00182066	0.001457038	0.001241955	0.001060123	0.000903645	0.000772923	0.000658626	0.000554159	0.00050304	0.000482135	0.000462922
"Algeria"	12	" 35"							0.004550017	0.003252256	0.002781526	0.002461494	0.001983282	0.001700052	0.001458401	0.001251374	0.001075446	0.000921287	0.000780829	0.000711381	0.000682217	0.000655477
"Algeria"	12	" 40"							0.004965233	0.003436289	0.003070816	0.002812285	0.002381246	0.002112881	0.001872039	0.001662249	0.001472356	0.001301236	0.001142886	0.001058384	0.001017343	0.000979208
"Algeria"	12	" 45"							0.006083012	0.004289346	0.004019194	0.003820173	0.003398304	0.003118919	0.002851467	0.002616211	0.002384501	0.002169827	0.001969119	0.001842335	0.001762599	0.0016881
"Algeria"	12	" 50"							0.009173794	0.007052141	0.006705455	0.006454154	0.005872289	0.005482169	0.005098375	0.004765959	0.00441945	0.004096345	0.003796289	0.003560658	0.003375084	0.003202862
"Algeria"	12	" 55"							0.013953884	0.01138285	0.010951748	0.010643613	0.009873604	0.009349198	0.008820605	0.008369715	0.007874855	0.007410915	0.006982446	0.006572529	0.006202647	0.005860665
"Algeria"	12	" 60"							0.022228864	0.018962801	0.018379363	0.017908333	0.016816507	0.016065954	0.015300728	0.01465617	0.013927315	0.01324226	0.012611448	0.011904132	0.011218212	0.010590807
"Algeria"	12	" 65"							0.037853059	0.033648725	0.032659353	0.031625458	0.029812982	0.028577502	0.027327002	0.026284392	0.025102681	0.023994756	0.022977024	0.021667633	0.020347134	0.019164051
"Algeria"	12	" 70"							0.063634821	0.058911691	0.05727968	0.055157852	0.052222513	0.05023946	0.048249522	0.046611749	0.044751042	0.043013159	0.041423053	0.039048271	0.036565224	0.034378852
"Algeria"	12	" 75"							0.104798174	0.100864017	0.098290838	0.094227957	0.089656121	0.086595529	0.083555733	0.081095695	0.078293703	0.075691378	0.073324866	0.069164601	0.06466392	0.060753708
"Algeria"	12	" 80"							0.167288227	0.166750928	0.162965849	0.155804235	0.14908827	0.144631635	0.140260227	0.136801807	0.132851937	0.129213947	0.125936378	0.119044801	0.111340469	0.104703616
"Algeria"	12	" 85"							0.255592858	0.262164449	0.257111663	0.245704009	0.236597291	0.230601034	0.224810066	0.220370152	0.215285323	0.210659502	0.206550404	0.196042393	0.183916816	0.173501592
"Algeria"	12	" 90"							0.369258467	0.386375368	0.380408923	0.364247661	0.353044451	0.345709249	0.338761417	0.333663012	0.327809238	0.322578393	0.318026305	0.303659828	0.286589668	0.271891904
"Algeria"	12	" 95"							0.499960727	0.528489907	0.522407406	0.502268082	0.489875698	0.48177005	0.474269934	0.469086555	0.463120772	0.457916781	0.453509302	0.436242926	0.415221294	0.396997781
"Algeria"	12	"100+"							0.814702464	0.875386587	0.861459693	0.82076686	0.802654498	0.791815787	0.78220735	0.774881394	0.767600324	0.761366805	0.756042717	0.731531967	0.70261517	0.679437131
"Angola"	24	"  0"	0.296987798	0.273102449	0.251087358	0.231026891	0.212466102	0.19531049	0.186165451	0.18285763	0.17528141	0.172078494	0.160210058	0.141300145	0.126422113	0.115681079	0.105362813	0.095505893	0.086061788	0.077170019	0.069007946	0.061582339
"Angola"	24	"  1"	0.05384727	0.049463954	0.045382403	0.041620551	0.038106267	0.034828761	0.03867817	0.037189659	0.035907745	0.03430908	0.03216695	0.028166229	0.024121734	0.020915006	0.01835243	0.015996691	0.013841451	0.011896225	0.010145405	0.008555426
"Angola"	24	"  5"	0.022015958	0.020099365	0.018349329	0.016766644	0.015294328	0.013948872	0.012665244	0.012478789	0.011905957	0.01169446	0.010742217	0.009400322	0.008125723	0.007221597	0.006389885	0.00559306	0.004880285	0.004210969	0.003614059	0.003082254
"Angola"	24	" 10"	0.007756101	0.007242087	0.006753146	0.006291608	0.005845938	0.00542863	0.004972865	0.004918798	0.004731948	0.004669927	0.004352329	0.003947276	0.003605037	0.003347246	0.003054199	0.002734852	0.002457514	0.002198272	0.001959589	0.001738528
"Angola"	24	" 15"	0.009498498	0.008857519	0.008259556	0.007706699	0.007180663	0.006692536	0.006181575	0.006115844	0.005902748	0.005814709	0.005472023	0.00500627	0.004614493	0.004363013	0.004091122	0.003761662	0.003439496	0.003142707	0.002871866	0.002622284
"Angola"	24	" 20"	0.012326287	0.011516998	0.010762969	0.010065362	0.009401053	0.008784257	0.008160788	0.008045362	0.007817698	0.007734855	0.007408214	0.00682057	0.006248517	0.005849068	0.005483484	0.005097269	0.004699671	0.004309879	0.003954832	0.003624819
"Angola"	24	" 25"	0.013925687	0.012997372	0.012134495	0.011336541	0.010576677	0.009872296	0.009134352	0.009001464	0.008764708	0.008781691	0.008660643	0.008143653	0.007431561	0.006900364	0.006430105	0.005968096	0.00551942	0.005062537	0.004634146	0.004236793
"Angola"	24	" 30"	0.014700163	0.013716056	0.012798402	0.011950916	0.011144822	0.010397132	0.009593868	0.009474301	0.009222491	0.009312551	0.009484752	0.009282732	0.008619259	0.0079933	0.007448025	0.006915741	0.006411821	0.005899299	0.005411808	0.004948984
"Angola"	24	" 35"	0.01682529	0.015684379	0.014622487	0.013640032	0.012708646	0.011844501	0.010937692	0.010783727	0.010487967	0.01057277	0.010795972	0.010802696	0.010284291	0.00963817	0.008987298	0.008323179	0.007719898	0.007112931	0.00654649	0.005991321
"Angola"	24	" 40"	0.020165978	0.01878575	0.017502211	0.016317075	0.015192972	0.014152226	0.013073723	0.012876582	0.012472555	0.012484173	0.012468054	0.012363676	0.011939119	0.011342629	0.010639983	0.009821024	0.009089476	0.008374229	0.00772502	0.007087221
"Angola"	24	" 45"	0.024262578	0.022633273	0.021117694	0.019722989	0.018400695	0.017178096	0.015886682	0.01566056	0.015166061	0.015028274	0.014646413	0.014189929	0.013679618	0.013189011	0.01248892	0.011597028	0.010793268	0.009997723	0.009269845	0.008569196
"Angola"	24	" 50"	0.029815902	0.027890863	0.026105561	0.024462058	0.022906953	0.021468518	0.019874857	0.019639723	0.019058233	0.018821857	0.018018959	0.01707734	0.016321263	0.015796234	0.015127336	0.014188556	0.013369046	0.012460969	0.011645368	0.010873302
"Angola"	24	" 55"	0.038731282	0.036295043	0.034042797	0.031972437	0.030014628	0.028208804	0.026137073	0.025870114	0.025132449	0.024853459	0.023569762	0.022023036	0.020862452	0.020111124	0.019325927	0.018330025	0.017346239	0.016287456	0.015316606	0.0143864
"Angola"	24	" 60"	0.055570734	0.052272269	0.049117577	0.04618441	0.043484874	0.040929548	0.038064624	0.037663943	0.036622736	0.036029556	0.034111789	0.031802711	0.030002572	0.029000589	0.027853212	0.026652329	0.025231295	0.02391622	0.022598449	0.021336857
"Angola"	24	" 65"	0.086647275	0.082112274	0.077347285	0.072769414	0.068805214	0.064776245	0.060238879	0.059577872	0.057939646	0.056472121	0.053536459	0.050020693	0.047384428	0.045933293	0.044232641	0.042442422	0.040292581	0.038368305	0.03644476	0.034605442
"Angola"	24	" 70"	0.132529828	0.126596573	0.119652557	0.112743054	0.10711915	0.100956116	0.093891945	0.092843983	0.090341197	0.087319476	0.082936902	0.07771829	0.073961001	0.071926065	0.06947049	0.066866649	0.063677938	0.060933233	0.058197509	0.055587292
"Angola"	24	" 75"	0.197291273	0.190051402	0.180430207	0.170482424	0.162884315	0.153855562	0.143125586	0.141552361	0.137887774	0.132363764	0.126053948	0.118590247	0.113440948	0.110721122	0.10730935	0.103656772	0.099060697	0.095286039	0.091536096	0.087971047
"Angola"	24	" 80"	0.283359903	0.275332531	0.262862476	0.249406474	0.23979218	0.227310335	0.211548087	0.209352344	0.204288794	0.195173872	0.18652896	0.176392165	0.169709892	0.166322414	0.161834853	0.156968313	0.150601288	0.145667417	0.140783133	0.136166423
"Angola"	24	" 85"	0.38944438	0.381646134	0.366763133	0.34990471	0.33870539	0.322652224	0.300447554	0.297655879	0.291157295	0.277569468	0.266452898	0.253586174	0.245520881	0.241714789	0.236237134	0.230190675	0.221811162	0.215783902	0.209837376	0.204268265
"Angola"	24	" 90"	0.509044571	0.502829365	0.48670736	0.467377753	0.455571243	0.436589915	0.406793566	0.403632681	0.395996672	0.377769039	0.364512815	0.349484496	0.340604886	0.336945035	0.330882077	0.324017352	0.313638072	0.30687478	0.300216178	0.294070603
"Angola"	24	" 95"	0.630945477	0.627573039	0.611911003	0.591798003	0.580722841	0.560262177	0.522340438	0.519247193	0.511131648	0.489237509	0.474707899	0.458786971	0.450061152	0.447396042	0.441485478	0.434524888	0.422481156	0.415621299	0.408853287	0.402746381
"Angola"	24	"100+"	1.011327269	1.011136144	0.980730648	0.941337897	0.923483277	0.88646127	0.845056819	0.837014134	0.823861121	0.785233054	0.764479743	0.74140023	0.731207797	0.727059798	0.719144264	0.710502469	0.693882977	0.686134064	0.678354104	0.671488617
"Argentina"	32	"  0"	0.073835814	0.067639579	0.067530173	0.065125666	0.054529356	0.044310312	0.036611829	0.030836721	0.027657038	0.024731424	0.017266712	0.015208595	0.013464621	0.011930016	0.010705194	0.009686472	0.008771157	0.008060258	0.007553019	0.007046235
"Argentina"	32	"  1"	0.004699004	0.003963225	0.003840728	0.003430067	0.002748085	0.002063725	0.001492747	0.001344121	0.00104943	0.000701126	0.000658975	0.000588136	0.000529197	0.000483252	0.000442146	0.000404771	0.000372315	0.000346302	0.000320142	0.000292246
"Argentina"	32	"  5"	0.001709257	0.001451343	0.001232182	0.0011094	0.00093149	0.000767735	0.000602082	0.000543604	0.000444702	0.00038688	0.000360472	0.000329151	0.00030205	0.000277237	0.000255103	0.00023506	0.000217072	0.000201123	0.000188173	0.000175055
"Argentina"	32	" 10"	0.001018834	0.000851119	0.000737106	0.000693082	0.000638613	0.000585068	0.000523858	0.000508949	0.000458143	0.000395788	0.000384162	0.000350877	0.000321956	0.000295471	0.000270323	0.000248723	0.000229029	0.000213	0.00019753	0.000182669
"Argentina"	32	" 15"	0.001767748	0.001483354	0.001282543	0.001225672	0.001115814	0.001009763	0.000942867	0.000944835	0.000915433	0.000829913	0.000797238	0.000723192	0.000656748	0.000596027	0.00054017	0.000492787	0.000448066	0.00041054	0.000374821	0.000344399
"Argentina"	32	" 20"	0.002392544	0.002021782	0.001794976	0.001707835	0.001572291	0.001439065	0.001348149	0.001347298	0.001337833	0.001357141	0.001304611	0.001182923	0.001073275	0.000973648	0.000883609	0.000803851	0.000731519	0.000668467	0.00061096	0.000562002
"Argentina"	32	" 25"	0.002694681	0.002317855	0.002129284	0.002034549	0.001876982	0.001722684	0.001582902	0.001557471	0.001545667	0.001714461	0.001652524	0.001506867	0.00137504	0.00125617	0.001147395	0.001050986	0.000965195	0.000889776	0.000820577	0.000760681
"Argentina"	32	" 30"	0.003125003	0.0026934	0.00255771	0.002552154	0.002341554	0.002137443	0.001922192	0.00186403	0.00181415	0.002047361	0.001982146	0.001823309	0.001678511	0.001548622	0.001429269	0.001324546	0.00123112	0.001147427	0.001070976	0.001004966
"Argentina"	32	" 35"	0.004187996	0.003582208	0.003357782	0.003570808	0.003315703	0.003069829	0.002759142	0.002652912	0.002488381	0.002612989	0.002538242	0.002353192	0.002186247	0.00203412	0.001897187	0.001774969	0.00166485	0.001567673	0.001478814	0.00140089
"Argentina"	32	" 40"	0.006235551	0.005430673	0.004869754	0.005189699	0.004988385	0.00479519	0.004395231	0.004208187	0.003822589	0.003669257	0.003570481	0.003327578	0.003108348	0.002909467	0.002728385	0.002568296	0.002422998	0.002295813	0.002177601	0.002075791
"Argentina"	32	" 45"	0.009544127	0.008559576	0.007700482	0.007798971	0.007638466	0.007485967	0.007014322	0.006767872	0.006151169	0.005562122	0.005414657	0.005056421	0.004731074	0.004439772	0.004170333	0.003933798	0.003720577	0.003532197	0.003357151	0.003206825
"Argentina"	32	" 50"	0.014312405	0.013092494	0.01226514	0.012164408	0.011754042	0.011359391	0.010776405	0.010575345	0.009854067	0.00871493	0.008482153	0.007922498	0.007415092	0.00695904	0.006540032	0.006170073	0.005837453	0.005543565	0.005270806	0.005036503
"Argentina"	32	" 55"	0.021016451	0.019377969	0.018874409	0.018789349	0.017930167	0.017099612	0.016215051	0.016013119	0.015140577	0.01363963	0.013277436	0.012399456	0.011608202	0.010894695	0.010243036	0.009665574	0.00914719	0.00868971	0.008264853	0.00790267
"Argentina"	32	" 60"	0.03098024	0.028698347	0.028764927	0.028621929	0.027396613	0.026218323	0.024837926	0.024401118	0.023080815	0.021191262	0.020583863	0.019247682	0.018052054	0.016975026	0.015996161	0.01512914	0.014351343	0.013666071	0.013030871	0.012489894
"Argentina"	32	" 65"	0.04691477	0.043785308	0.044987167	0.044812477	0.043154151	0.041563994	0.039375025	0.038324552	0.036108363	0.033283747	0.032134238	0.030102284	0.028298559	0.026682474	0.025223358	0.023935832	0.022782252	0.021768631	0.020832641	0.02003422
"Argentina"	32	" 70"	0.070378429	0.066201145	0.069624852	0.06945168	0.067287953	0.06522608	0.061817699	0.059645681	0.056009173	0.051851079	0.049780637	0.046736873	0.044055543	0.041665591	0.039522514	0.037639039	0.035953867	0.034477786	0.03312104	0.031961945
"Argentina"	32	" 75"	0.104151568	0.098781463	0.106095658	0.106024914	0.103337632	0.100806922	0.095641642	0.091566258	0.085774691	0.079786879	0.07622951	0.071771668	0.067872064	0.064412803	0.061332515	0.058636676	0.056228264	0.054126291	0.052205074	0.050561395
"Argentina"	32	" 80"	0.151234992	0.144680381	0.158129433	0.158398801	0.155270501	0.152386375	0.144853892	0.137807493	0.128942971	0.120579685	0.114772888	0.108454119	0.102960251	0.098106855	0.093815627	0.090076145	0.086740581	0.083841541	0.081210021	0.078955799
"Argentina"	32	" 85"	0.214108608	0.206653756	0.228722585	0.229804494	0.226443845	0.223459543	0.213023634	0.201788518	0.188902786	0.177680716	0.168751538	0.160194046	0.152791055	0.146272843	0.140550914	0.135586971	0.131166759	0.127343884	0.123903813	0.120954297
"Argentina"	32	" 90"	0.29356749	0.285863574	0.318494733	0.321191295	0.317890125	0.315144645	0.301570359	0.285128901	0.26755257	0.253209347	0.240411057	0.229498353	0.220096175	0.211838967	0.2046454	0.19843523	0.192916973	0.188173407	0.183953177	0.180334317
"Argentina"	32	" 95"	0.387495963	0.380536261	0.424056434	0.429512123	0.426512235	0.424277279	0.407847099	0.38588471	0.363614652	0.34623987	0.329314403	0.31640106	0.305314769	0.29559929	0.287208791	0.280007535	0.273628161	0.268188103	0.263423452	0.259343698
"Argentina"	32	"100+"	0.647443859	0.642907415	0.69928076	0.713622052	0.708479809	0.704259765	0.681984163	0.653309627	0.62747129	0.606788792	0.589880331	0.579188783	0.570359903	0.562876098	0.556624933	0.551385106	0.54683331	0.543048439	0.539826769	0.53709771
"Armenia"	51	"  0"									0.049826596	0.041014522	0.032250533	0.027488481	0.023994675	0.021016373	0.018463542	0.01635618	0.01447141	0.012887145	0.011937168	0.011199918
"Armenia"	51	"  1"									0.002500171	0.001606527	0.000920114	0.000670815	0.000543721	0.000453847	0.000347087	0.000266716	0.000198427	0.000161366	0.000149569	0.000140099
"Armenia"	51	"  5"									0.000767859	0.000605285	0.00044821	0.000364125	0.000307766	0.000259776	0.000219237	0.000189528	0.000162335	0.000137017	0.000127963	0.000119906
"Armenia"	51	" 10"									0.000428852	0.000360402	0.000286774	0.000243995	0.000213106	0.000185852	0.000162122	0.000143541	0.00012627	0.000109931	0.000102939	9.65666e-05
"Armenia"	51	" 15"									0.000957144	0.000781236	0.00060415	0.000506376	0.00043705	0.000377422	0.000326548	0.000286828	0.000250635	0.000217032	0.000202627	0.000189655
"Armenia"	51	" 20"									0.001418723	0.00116256	0.000903622	0.000760216	0.000657933	0.000569904	0.000494732	0.000435596	0.000381756	0.000331794	0.000313354	0.000296912
"Armenia"	51	" 25"									0.001959707	0.001589321	0.001221384	0.001020697	0.000878374	0.000756976	0.00065407	0.000573215	0.000500185	0.000432936	0.000412131	0.000393913
"Armenia"	51	" 30"									0.002904725	0.002328747	0.001766557	0.001464824	0.00125188	0.001072105	0.00092102	0.000802331	0.000696193	0.000599413	0.000568152	0.000540862
